,index,method,dataset,model_name,backbone,width_mult,depth_mult,scenario,B,P,num_states,budget,acc@1,acc@5,acc1_std,acc5_std
382,436,lucir,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,25.78,53.87,,
383,437,lucir,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,30.15,60.2,,
384,438,lucir,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,18.6,40.38,,
385,439,lucir,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,25.66,54.19,,
386,440,lucir,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,36.32,69.81,,
387,441,lucir,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,23.24,47.13,,
388,442,lucir,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,28.29,56.26,,
389,443,lucir,imagenet_food,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,32.34,63.31,,
390,444,lucir,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,21.33,45.46,,
391,445,lucir,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,26.98,57.33,,
392,446,lucir,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,37.48,72.1,,
393,447,lucir,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,26.53,52.54,,
394,448,lucir,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,30.43,61.35,,
395,449,lucir,imagenet_food,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,35.17,67.89,,
396,450,lucir,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,15.61,34.17,,
397,451,lucir,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,21.45,45.72,,
398,452,lucir,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,31.13,59.03,,
399,453,lucir,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,20.26,41.75,,
400,454,lucir,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,23.25,47.52,,
401,455,lucir,imagenet_food,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,26.32,52.17,,
402,456,lucir,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,15.89,35.11,,
403,457,lucir,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,21.73,46.4,,
404,458,lucir,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,30.08,56.77,,
405,459,lucir,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,19.39,41.17,,
406,460,lucir,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,22.34,46.26,,
407,461,lucir,imagenet_food,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,25.69,50.99,,
408,462,lucir,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,16.93,38.81,,
409,463,lucir,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,21.74,48.53,,
410,464,lucir,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,27.35,53.12,,
411,465,lucir,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,16.73,36.25,,
412,466,lucir,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,19.1,40.35,,
413,467,lucir,imagenet_food,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,20.88,43.8,,
414,468,lucir,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,17.73,38.27,,
415,469,lucir,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,24.5,50.82,,
416,470,lucir,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,35.25,67.18,,
417,471,lucir,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,23.14,46.89,,
418,472,lucir,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,27.69,55.68,,
419,473,lucir,imagenet_food,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,32.6,63.35,,
420,474,lucir,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,19.39,41.32,,
421,475,lucir,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,25.36,53.64,,
422,476,lucir,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,35.89,68.11,,
423,477,lucir,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,24.27,48.79,,
424,478,lucir,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,28.4,57.62,,
425,479,lucir,imagenet_food,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,32.84,63.85,,
426,480,lucir,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,20.82,44.8,,
427,481,lucir,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,26.68,57.13,,
428,482,lucir,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,35.7,69.31,,
429,483,lucir,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,24.4,50.51,,
430,484,lucir,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,28.92,58.92,,
431,485,lucir,imagenet_food,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,32.49,64.7,,
432,486,lucir,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,18.98,38.27,,
433,487,lucir,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,29.96,54.04,,
434,488,lucir,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,48.17,76.5,,
435,489,lucir,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,30.38,53.38,,
436,490,lucir,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,37.89,64.79,,
437,491,lucir,imagenet_random_0,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,44.76,73.05,,
438,492,lucir,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,21.19,41.4,,
439,493,lucir,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,33.43,58.97,,
440,494,lucir,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,51.94,80.4,,
441,495,lucir,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,33.62,56.88,,
442,496,lucir,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,40.25,67.75,,
443,497,lucir,imagenet_random_0,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,47.92,76.3,,
444,498,lucir,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,25.41,47.22,,
445,499,lucir,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,35.52,62.62,,
446,500,lucir,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,54.98,83.75,,
447,501,lucir,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,37.62,62.57,,
448,502,lucir,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,44.68,73.29,,
449,503,lucir,imagenet_random_0,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,51.61,80.52,,
450,504,lucir,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,17.54,35.93,,
451,505,lucir,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,26.74,49.23,,
452,506,lucir,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,43.95,69.37,,
453,507,lucir,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,25.28,47.23,,
454,508,lucir,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,31.19,55.93,,
455,509,lucir,imagenet_random_0,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,36.97,63.13,,
456,510,lucir,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,18.1,36.72,,
457,511,lucir,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,26.72,49.52,,
458,512,lucir,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,41.42,66.16,,
459,513,lucir,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,24.57,46.36,,
460,514,lucir,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,30.94,55.37,,
461,515,lucir,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,35.92,62.65,,
462,516,lucir,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,19.35,39.66,,
463,517,lucir,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,27.04,51.3,,
464,518,lucir,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,36.38,62.06,,
465,519,lucir,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,19.16,38.79,,
466,520,lucir,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,22.61,44.28,,
467,521,lucir,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,26.25,50.3,,
468,522,lucir,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,20.33,39.95,,
469,523,lucir,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,31.76,56.1,,
470,524,lucir,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,49.63,77.52,,
471,525,lucir,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,32.12,54.95,,
472,526,lucir,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,39.59,66.38,,
473,527,lucir,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,47.29,75.79,,
474,528,lucir,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,22.31,42.68,,
475,529,lucir,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,33.12,58.75,,
476,530,lucir,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,51.37,79.64,,
477,531,lucir,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,33.72,57.33,,
478,532,lucir,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,41.97,69.54,,
479,533,lucir,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,47.9,76.11,,
480,534,lucir,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,24.44,45.9,,
481,535,lucir,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,35.54,62.75,,
482,536,lucir,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,50.41,80.26,,
483,537,lucir,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,35.33,60.55,,
484,538,lucir,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,41.44,70.13,,
485,539,lucir,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,47.58,76.75,,
486,540,lucir,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,20.73,40.07,,
487,541,lucir,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,30.64,55.45,,
488,542,lucir,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,45.95,73.57,,
489,543,lucir,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,29.67,52.11,,
490,544,lucir,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,36.4,61.67,,
491,545,lucir,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,42.94,70.16,,
492,546,lucir,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,22.51,43.21,,
493,547,lucir,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,33.08,57.83,,
494,548,lucir,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,50.42,77.72,,
495,549,lucir,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,32.55,55.19,,
496,550,lucir,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,39.72,64.99,,
497,551,lucir,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,46.92,73.55,,
498,552,lucir,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,25.36,47.42,,
499,553,lucir,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,36.23,62.22,,
500,554,lucir,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,53.27,80.99,,
501,555,lucir,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,36.1,60.38,,
502,556,lucir,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,43.32,70.51,,
503,557,lucir,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,50.35,78.16,,
504,558,lucir,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,17.8,35.59,,
505,559,lucir,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,27.37,49.92,,
506,560,lucir,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,41.53,66.48,,
507,561,lucir,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,24.48,45.86,,
508,562,lucir,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,29.66,52.59,,
509,563,lucir,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,34.49,59.44,,
510,564,lucir,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,18.1,35.98,,
511,565,lucir,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,27.03,49.59,,
512,566,lucir,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,40.13,64.12,,
513,567,lucir,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,24.23,45.08,,
514,568,lucir,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,29.94,52.73,,
515,569,lucir,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,34.94,59.68,,
516,570,lucir,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,19.51,39.05,,
517,571,lucir,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,27.04,51.22,,
518,572,lucir,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,34.9,59.91,,
519,573,lucir,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,18.85,37.63,,
520,574,lucir,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,21.81,42.73,,
521,575,lucir,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,25.84,48.41,,
522,576,lucir,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,21.54,41.74,,
523,577,lucir,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,30.77,54.26,,
524,578,lucir,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,46.3,73.18,,
525,579,lucir,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,30.44,53.1,,
526,580,lucir,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,37.44,62.9,,
527,581,lucir,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,44.16,71.55,,
528,582,lucir,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,22.48,43.21,,
529,583,lucir,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,33.52,58.22,,
530,584,lucir,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,48.96,75.96,,
531,585,lucir,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,32.06,55.39,,
532,586,lucir,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,39.89,65.71,,
533,587,lucir,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,46.5,73.48,,
534,588,lucir,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,24.67,45.86,,
535,589,lucir,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,34.4,60.05,,
536,590,lucir,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,48.07,76.15,,
537,591,lucir,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,32.76,57.82,,
538,592,lucir,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,40.01,67.7,,
539,593,lucir,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,45.87,73.86,,
540,648,mobil,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,10.4,33.5,,
541,649,mobil,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,6.800000000000001,22.7,,
542,650,mobil,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,41.8,70.1,,
543,651,mobil,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,41.8,70.19999999999999,,
544,652,mobil,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,43.6,71.5,,
545,653,mobil,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,45.4,72.7,,
546,654,mobil,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,10.4,33.6,,
547,655,mobil,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,14.6,39.900000000000006,,
548,656,mobil,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,45.9,74.2,,
549,657,mobil,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,51.9,77.8,,
550,658,mobil,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,52.8,78.2,,
551,659,mobil,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,55.1,79.3,,
552,660,mobil,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,26.3,56.6,,
553,661,mobil,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,40.0,70.5,,
554,662,mobil,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,52.0,77.7,,
555,663,mobil,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,58.3,81.39999999999999,,
556,664,mobil,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,57.7,80.9,,
557,665,mobil,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,58.8,80.80000000000001,,
558,666,mobil,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,12.3,36.8,,
559,667,mobil,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,35.0,65.4,,
560,668,mobil,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,47.1,73.2,,
561,669,mobil,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,48.5,73.2,,
562,670,mobil,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,50.2,75.3,,
563,671,mobil,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,53.1,77.4,,
564,672,mobil,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,26.700000000000003,56.6,,
565,673,mobil,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,37.8,67.10000000000001,,
566,674,mobil,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,46.1,72.39999999999999,,
567,675,mobil,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,51.8,76.2,,
568,676,mobil,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,52.3,76.6,,
569,677,mobil,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,54.8,77.8,,
570,678,mobil,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,31.2,62.5,,
571,679,mobil,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,38.8,69.6,,
572,680,mobil,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,48.2,75.5,,
573,681,mobil,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,54.50000000000001,78.10000000000001,,
