,index,method,dataset,model_name,backbone,width_mult,depth_mult,scenario,B,P,num_states,budget,acc@1,acc@5,acc1_std,acc5_std
190,190,deesil,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,52.2,84.73,,
191,191,deesil,imagenet_random_0,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,57.9,85.99,,
192,192,deesil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,30.95,69.27,,
193,193,deesil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,44.42,79.0,,
194,194,deesil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,54.97,84.75,,
195,195,deesil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,46.67,80.72,,
196,196,deesil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,53.92,84.8,,
197,197,deesil,imagenet_random_0,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,59.49,86.45,,
198,198,deesil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,10.56,36.45,,
199,199,deesil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,22.98,58.5,,
200,200,deesil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,49.32,82.49,,
201,201,deesil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,41.87,79.07,,
202,202,deesil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,51.12,84.54,,
203,203,deesil,imagenet_random_0,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,51.13,82.63,,
204,204,deesil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,21.22,59.35,,
205,205,deesil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,38.96,75.54,,
206,206,deesil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,54.35,84.96,,
207,207,deesil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,46.83,81.72,,
208,208,deesil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,52.43,84.2,,
209,209,deesil,imagenet_random_0,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,59.4,87.61,,
210,210,deesil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,28.84,67.93,,
211,211,deesil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,41.07,77.39,,
212,212,deesil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,53.21,84.75,,
213,213,deesil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,44.16,79.98,,
214,214,deesil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,52.34,84.53,,
215,215,deesil,imagenet_random_0,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,58.17,86.44,,
216,216,deesil,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,12.14,40.17,,
217,217,deesil,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,20.86,52.68,,
218,218,deesil,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,41.49,75.87,,
219,219,deesil,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,33.95,72.34,,
220,220,deesil,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,48.79,81.92,,
221,221,deesil,imagenet_random_1,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,49.82,82.09,,
222,222,deesil,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,21.66,57.1,,
223,223,deesil,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,33.6,67.92,,
224,224,deesil,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,49.52,82.49,,
225,225,deesil,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,44.53,79.98,,
226,226,deesil,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,55.07,84.6,,
227,227,deesil,imagenet_random_1,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,56.63,85.27,,
228,228,deesil,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,28.13,67.01,,
229,229,deesil,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,41.88,77.56,,
230,230,deesil,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,51.98,83.54,,
231,231,deesil,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,47.08,79.62,,
232,232,deesil,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,54.69,83.39,,
233,233,deesil,imagenet_random_1,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,58.67,85.31,,
234,234,deesil,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,24.22,61.22,,
235,235,deesil,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,42.09,76.57,,
236,236,deesil,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,50.05,80.32,,
237,237,deesil,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,41.87,77.28,,
238,238,deesil,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,49.93,81.73,,
239,239,deesil,imagenet_random_1,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,55.42,85.07,,
240,240,deesil,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,28.71,66.53,,
241,241,deesil,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,42.59,76.85,,
242,242,deesil,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,51.41,81.78,,
243,243,deesil,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,44.28,78.52,,
244,244,deesil,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,52.3,82.65,,
245,245,deesil,imagenet_random_1,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,54.01,84.27,,
246,246,deesil,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,31.12,69.08,,
247,247,deesil,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,42.25,77.79,,
248,248,deesil,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,52.84,82.7,,
249,249,deesil,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,43.72,78.06,,
250,250,deesil,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,52.54,82.51,,
251,251,deesil,imagenet_random_1,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,57.37,85.02,,
252,252,deesil,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,12.24,41.68,,
253,253,deesil,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,24.47,58.51,,
254,254,deesil,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,46.6,78.97,,
255,255,deesil,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,39.58,75.48,,
256,256,deesil,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,48.96,81.87,,
257,257,deesil,imagenet_random_1,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,54.65,84.22,,
258,258,deesil,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,24.19,62.46,,
259,259,deesil,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,40.0,75.06,,
260,260,deesil,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,51.02,82.35,,
261,261,deesil,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,41.59,76.8,,
262,262,deesil,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,50.86,82.64,,
263,263,deesil,imagenet_random_1,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,56.87,85.33,,
264,264,deesil,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,29.06,67.26,,
265,265,deesil,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,39.55,75.6,,
266,266,deesil,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,51.75,82.71,,
267,267,deesil,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,39.89,76.23,,
268,268,deesil,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,49.47,81.87,,
269,269,deesil,imagenet_random_1,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,55.75,84.44,,
270,324,lucir,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,16.67,34.11,,
271,325,lucir,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,25.03,48.84,,
272,326,lucir,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,41.0,68.39,,
273,327,lucir,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,24.84,45.79,,
274,328,lucir,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,30.8,54.81,,
275,329,lucir,imagenet_fauna,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,37.69,63.77,,
276,330,lucir,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,18.02,36.32,,
277,331,lucir,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,28.09,53.16,,
278,332,lucir,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,44.36,72.07,,
279,333,lucir,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,28.36,50.24,,
280,334,lucir,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,34.65,59.94,,
281,335,lucir,imagenet_fauna,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,41.54,68.48,,
282,336,lucir,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,18.99,39.42,,
283,337,lucir,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,29.15,55.5,,
284,338,lucir,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,46.43,75.14,,
285,339,lucir,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,31.59,55.93,,
286,340,lucir,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,38.99,66.4,,
287,341,lucir,imagenet_fauna,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,44.73,72.77,,
288,342,lucir,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,15.16,31.16,,
289,343,lucir,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,21.78,42.19,,
290,344,lucir,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,36.87,61.36,,
291,345,lucir,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,20.84,41.78,,
292,346,lucir,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,26.02,49.14,,
293,347,lucir,imagenet_fauna,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,29.94,54.02,,
294,348,lucir,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,15.63,32.29,,
295,349,lucir,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,22.22,43.05,,
296,350,lucir,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,35.89,60.03,,
297,351,lucir,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,21.28,42.66,,
298,352,lucir,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,26.24,49.55,,
299,353,lucir,imagenet_fauna,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,30.44,55.43,,
300,354,lucir,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,16.18,34.85,,
301,355,lucir,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,22.1,44.27,,
302,356,lucir,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,29.77,53.26,,
303,357,lucir,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,15.93,34.32,,
304,358,lucir,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,18.81,38.64,,
305,359,lucir,imagenet_fauna,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,22.42,44.43,,
306,360,lucir,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,17.07,34.64,,
307,361,lucir,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,25.46,48.88,,
308,362,lucir,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,42.05,69.03,,
309,363,lucir,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,26.39,47.45,,
310,364,lucir,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,32.33,57.14,,
311,365,lucir,imagenet_fauna,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,38.43,65.58,,
312,366,lucir,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,17.9,36.19,,
313,367,lucir,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,26.49,51.04,,
314,368,lucir,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,43.11,70.3,,
315,369,lucir,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,28.31,50.29,,
316,370,lucir,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,34.35,60.39,,
317,371,lucir,imagenet_fauna,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,39.59,67.3,,
318,372,lucir,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,18.69,38.89,,
319,373,lucir,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,27.42,53.34,,
320,374,lucir,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,40.95,70.33,,
321,375,lucir,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,27.2,51.06,,
322,376,lucir,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,33.13,60.55,,
323,377,lucir,imagenet_fauna,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,36.82,66.0,,
324,378,lucir,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,18.45,37.06,,
325,379,lucir,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,26.98,52.71,,
326,380,lucir,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,42.08,69.42,,
327,381,lucir,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,25.63,46.25,,
328,382,lucir,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,10,7,1500000.0,31.98,57.0,,
329,383,lucir,imagenet_flora,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,15,5,1500000.0,38.16,65.28,,
330,384,lucir,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,5,5,20,3000000.0,20.11,39.9,,
331,385,lucir,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,10,10,10,3000000.0,28.66,54.57,,
332,386,lucir,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,equi,25,25,4,3000000.0,47.16,74.18,,
333,387,lucir,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,6,11,3000000.0,28.67,50.64,,
334,388,lucir,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,10,7,3000000.0,34.95,60.06,,
335,389,lucir,imagenet_flora,mobilenet_w1.4_d0.2,mobilenet,1.4,0.2,semi,40,15,5,3000000.0,40.85,68.38,,
336,390,lucir,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,5,5,20,6000000.0,23.22,45.32,,
337,391,lucir,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,10,10,10,6000000.0,33.18,61.15,,
338,392,lucir,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,equi,25,25,4,6000000.0,49.62,77.76,,
339,393,lucir,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,6,11,6000000.0,33.59,57.24,,
340,394,lucir,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,10,7,6000000.0,40.01,67.18,,
341,395,lucir,imagenet_flora,mobilenet_w2.2_d0.2,mobilenet,2.2,0.2,semi,40,15,5,6000000.0,46.54,74.47,,
342,396,lucir,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,5,5,20,1500000.0,16.76,35.68,,
343,397,lucir,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,10,10,10,1500000.0,24.65,48.08,,
344,398,lucir,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,equi,25,25,4,1500000.0,40.72,66.77,,
345,399,lucir,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,6,11,1500000.0,24.25,45.65,,
346,400,lucir,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,10,7,1500000.0,30.45,54.86,,
347,401,lucir,imagenet_flora,resnetBasic_w0.5_d0.5,resnetBasic,0.5,0.5,semi,40,15,5,1500000.0,34.59,60.7,,
348,402,lucir,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,5,5,20,3000000.0,17.65,36.36,,
349,403,lucir,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,10,10,10,3000000.0,25.04,49.2,,
350,404,lucir,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,equi,25,25,4,3000000.0,39.51,65.02,,
351,405,lucir,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,6,11,3000000.0,23.89,45.18,,
352,406,lucir,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,10,7,3000000.0,29.09,52.89,,
353,407,lucir,imagenet_flora,resnetBasic_w0.6_d0.5,resnetBasic,0.6,0.5,semi,40,15,5,3000000.0,33.75,59.51,,
354,408,lucir,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,5,5,20,6000000.0,19.54,40.51,,
355,409,lucir,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,10,10,10,6000000.0,26.18,52.4,,
356,410,lucir,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,equi,25,25,4,6000000.0,35.77,62.0,,
357,411,lucir,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,6,11,6000000.0,19.72,39.87,,
358,412,lucir,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,10,7,6000000.0,23.66,46.09,,
359,413,lucir,imagenet_flora,resnetBasic_w1.0_d0.5,resnetBasic,1.0,0.5,semi,40,15,5,6000000.0,26.86,51.75,,
360,414,lucir,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,5,5,20,1500000.0,19.38,37.84,,
361,415,lucir,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,10,10,10,1500000.0,27.66,52.67,,
362,416,lucir,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,equi,25,25,4,1500000.0,44.5,72.54,,
363,417,lucir,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,6,11,1500000.0,27.58,49.07,,
364,418,lucir,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,10,7,1500000.0,34.59,59.97,,
365,419,lucir,imagenet_flora,shufflenet_w1.6_d0.1,shufflenet,1.6,0.1,semi,40,15,5,1500000.0,39.93,67.04,,
366,420,lucir,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,5,5,20,3000000.0,20.55,39.85,,
367,421,lucir,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,10,10,10,3000000.0,29.5,54.68,,
368,422,lucir,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,equi,25,25,4,3000000.0,45.34,73.6,,
369,423,lucir,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,6,11,3000000.0,29.28,51.43,,
370,424,lucir,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,10,7,3000000.0,35.81,61.34,,
371,425,lucir,imagenet_flora,shufflenet_w2.6_d0.1,shufflenet,2.6,0.1,semi,40,15,5,3000000.0,41.95,69.89,,
372,426,lucir,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,5,5,20,6000000.0,22.83,44.62,,
373,427,lucir,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,10,10,10,6000000.0,32.11,60.03,,
374,428,lucir,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,equi,25,25,4,6000000.0,45.93,75.85,,
375,429,lucir,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,6,11,6000000.0,30.91,54.65,,
376,430,lucir,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,10,7,6000000.0,36.69,63.91,,
377,431,lucir,imagenet_flora,shufflenet_w3.0_d0.1,shufflenet,3.0,0.1,semi,40,15,5,6000000.0,42.59,70.97,,
378,432,lucir,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,5,5,20,1500000.0,17.55,37.89,,
379,433,lucir,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,10,10,10,1500000.0,23.68,51.3,,
380,434,lucir,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,equi,25,25,4,1500000.0,33.9,66.94,,
381,435,lucir,imagenet_food,mobilenet_w1.0_d0.2,mobilenet,1.0,0.2,semi,40,6,11,1500000.0,21.31,44.19,,
